,ISBN,title,author,pub_year,publisher,categories,description
10900,316154059,City of Bones,Michael Connelly,2002,Warner Books,,
10901,201632950,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1993,Perseus Publishing,,
10902,684814897,FINAL JEOPARDY (Alexandra Cooper Mysteries (Hardcover)),Linda Fairstein,1996,Scribner,,
10903,671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993,Simon &amp; Schuster,,
10904,451190009,Falsely Accused,Robert K. Tanenbaum,1997,Signet Book,,
10905,1551660490,Two Alone,Kenneth T. Brown,1995,Mira,,
10906,60000961,Windtalkers,Max A. Collins,2001,HarperEntertainment,,
10907,425174379,Other People's Children,Joanna Trollope,2000,Berkley Publishing Group,,
10908,517887940,Feng Shui Step by Step: Arranging Your Home for Health and Happiness-With Personalized Astrological Charts,T. Raphael Simons,1996,Crown Publishing Group (NY),,
10909,440117658,Deadeye Dick,"Kurt, Jr. Vonnegut",1996,Dell Publishing Company,,
10910,821772120,Every Waking Moment,Meryl Sawyer,2002,Zebra Books,,
10911,802140122,Twelve,Nick McDonell,2003,Grove Press,,
10912,375406522,Otherwise Engaged : a Novel,Suzanne Finnamore,1999,Random House Inc,,
10913,767917413,"I Don't Mean to Be Rude, But... : Backstage Gossip from American Idol &amp; the Secrets that Can Make You a Star",SIMON COWELL,2003,Broadway Books,,
10914,446530727,How To Meet Cute Boys,Deanna Kizis,2003,Warner Books,,
10915,375409084,Gertrude and Claudius,John Updike,2000,Alfred A. Knopf,,
10916,399143661,Election,Tom Perrotta,1998,Putnam Pub Group,,
10917,140062718,The Rebel Angels,Robertson Davies,1983,Penguin Books,,
10918,671748416,The Way Men Act: A Novel,Elinor Lipman,1993,Washington Square Press,,
10919,067156773X,White Crosses,Larry Watson,1998,Washington Square Press,,
10920,671707701,BRIDESMAIDS : BRIDESMAIDS,Judith Balaban Quine,1990,Pocket,,
10921,1555837336,Screening Party,Dennis Hensley,2002,Consortium,,
10922,312964528,The House of the Vestals: The Investigations of Gordianus the Finder (House of Vestals),Steven Saylor,1998,St. Martin's Press,,
10923,802138004,The Toughest Indian in the World,Sherman Alexie,2001,Grove Press,,
10924,345315588,Childhood's End,Arthur Charles Clarke,1983,Del Rey Books,,
10925,553211447,Notes from Underground (Bantam Classic),Fyodor Dostoevsky,1983,Bantam,,
10926,1853260568,Persuasion (Wordsworth Collection),Jane Austen,1998,NTC/Contemporary Publishing Company,,
10927,1558745726,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul (Hardcover Health Communications)),Jack Canfield,1998,Health Communications,,
10928,451521951,The Count of Monte Cristo,Alexandre Dumas,1995,Signet Book,,
10929,375405445,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000,Knopf,,
10930,042519390X,The Perils of Paella,Nancy Fairbanks,2004,Berkley Publishing Group,,
10931,892967803,Last Lessons of Summer,Margaret Maron,2003,Mysterious Press,,
10932,038549274X,A Sudden Change of Heart,Barbara Taylor Bradford,1999,Bantam Dell Pub Group,,
10933,316899992,"River, Cross My Heart",Breena Clarke,1999,Little Brown and Company,,
10934,3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon,1997,Diogenes Verlag,,
10935,60519134,Savannah Blues,Mary Kay Andrews,2003,Perennial,,
10936,440409462,"Here's to You, Rachel Robinson",JUDY BLUME,1994,Yearling,,
10937,380728060,The Luckiest Girl (An Avon Camelot Book),Beverly Cleary,1996,HarperTrophy,,
10938,440918057,Down a Dark Hall (Laurel Leaf Books),Lois Duncan,1997,Laure Leaf,,
10939,446613150,Gossip Girl,Cecily von Ziegesar,2003,Warner Books,,
10940,517590921,The Complete Prophecies of Nostradamus,Nostradamus,1995,Crown Publishing Group (NY),,
10941,373250541,My Fake Wedding (Red Dress Ink),Mina Ford,2004,Red Dress Ink,,
10942,373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004,Red Dress Ink,,
10943,743211936,An Hour Before Daylight,Jimmy Carter,2001,Simon &amp; Schuster,,
10944,849916739,The Wounded Spirit,Frank Peretti,2000,W Publishing Group,,
10945,60175605,Words I Wish I Wrote: A Collection of Writing That Inspired My Ideas,Robert Fulghum,1997,Harpercollins,,
10946,375725466,The Buffalo Soldier : A Novel,CHRIS BOHJALIAN,2003,Vintage,,
10947,439424690,Day My Butt Went Psycho,Andy Griffiths,2003,Scholastic,,
10948,1401301061,The World According to Mister Rogers,Fred Rogers,2003,Hyperion,,
10949,198607024,The Meaning of Everything: The Story of the Oxford English Dictionary,Simon Winchester,2003,Oxford University Press,,
10950,140102833,Rich in Love (Contemporary American Fiction),Josephine Humphreys,1988,Penguin USA,,
10951,192833596,Great Expectations (Oxford World's Classics),Charles Dickens,1998,Oxford University Press,,
10952,330484915,Dancing with mules,Morag Prunty,2001,Pan Books,,
10953,192815431,Wuthering Heights (World's Classics),Emily Bronte,1987,Oxford University Press,,
10954,1573229881,The Russian Debutante's Handbook,Gary Shteyngart,2003,Riverhead Books,,
10955,60393211,Running in Heels: A Novel,Anna Maxted,2001,ReganBooks,,
10956,61012351,Vendetta: Luckys Revenge,Jackie Collins,1997,Harper,,
10957,399526307,The Girlfriends' Guide to Getting Your Groove Back: Loving Your Family Without Losing Your Mind (Girlfriends' Guides),Vicki Iovine,2001,Perigee Books,,
10958,671708430,DISAPPEARING ACTS,Terry McMillan,1990,Washington Square Press,,
10959,515109908,Rules of Engagement,Joe Weber,1992,Jove Books,,
10960,60924845,"Sure of You (Tales of the City Series, V. 6)",Armistead Maupin,1994,Perennial,,
10961,044023476X,Bitter Medicine,Sara Paretsky,1999,Dell Publishing Company,,
10962,312915799,Deadly Medicine,Dan Reed,1989,St. Martin's Press,,
10963,044098324X,Summer of Fear (Laurel Leaf Books),Lois Duncan,1992,Laure Leaf,,
10964,044661176X,Once Upon a Blind Date,Wendy Markham,2004,Warner Forever,,
10965,380720248,A Long Line of Dead Men (A Matthew Scudder Mystery),Lawrence Block,1996,Avon,,
10966,892966971,Killing Me Softly: A Novel of Obsession,Nicci French,1999,Mysterious Press,,
10967,61011509,Blind Spot,Barbara Shapiro,1998,Harper Mass Market Paperbacks (Mm),,
10968,380726653,The Zero Hour,Joseph Finder,1997,Avon,,
10969,1551669013,Ask Anyone,Sherryl Woods,2002,Mira Books,,
10970,373711336,Home To Copper Mountain,Rebecca Winters,2003,Harlequin,,
10971,373711077,Finding Amy,Dawn Stewardson,2003,Harlequin,,
10972,037371128X,The Secret Daughter  (Raising Cane),Roz Denny Fox,2003,Harlequin,,
10973,373711247,Vital Signs  (Emergency!),Bobby Hutchinson,2003,Harlequin,,
10974,373711328,Keeping Faith  (A Little secret),Janice Macdonald,2003,Harlequin,,
10975,373711239,Against the Odds  (Serenity House),Kathryn Shay,2003,Harlequin,,
10976,452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books,,
10977,394564243,Winters' Tales: Stories and Observations for the Unusual,Jonathan Winters,1987,Random House Inc,,
10978,553273965,Never Cry Wolf,Farley Mowat,1983,Bantam Books,,
10979,812576365,Tangled Up in Blue,Joan D. Vinge,2001,Tor Books,,
10980,671000853,Night Whispers,Judith McNaught,1998,Atria,,
10981,743406184,If Only It Were True,Marc Levy,2001,Pocket,,
10982,089471273X,Writer's Notebook,Running Press,1984,Running Press Book Publishers,,
10983,836220609,In Search Of The Far Side,Gary Larson,1984,Andrews McMeel Publishing,,
10984,826321933,Wisconsin Death Trip (Wisconsin),Michael Lesy,2000,University of New Mexico Press,,
10985,786016051,Island of Bones,P. J. Parrish,2003,Pinnacle Books,,
10986,918949491,I Am Becoming the Woman I've Wanted,Sandra Martz,1994,Papier-Mache Press,,
10987,553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,Random House,,
10988,440242002,Bleachers,JOHN GRISHAM,2004,Dell,,
10989,440129389,"GOOD MOTHER, THE",Sue Miller,1987,Dell,,
10990,312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000,St. Martin's Paperbacks,,
10991,786890444,The Sunday Wife,Cassandra King,2003,Hyperion,,
10992,375707492,Lives of Girls and Women (Vintage Contemporaries),Alice Munro,2001,Vintage Books USA,,
10993,394585852,Personal History,Katharine Graham,1997,Alfred A. Knopf,,
10994,670843342,The Road to Wellville,T. Coraghessan Boyle,1993,Penguin USA,,
10995,812563190,Elvenblood (Halfblood Chronicles),Andre Norton,1996,Tor Fantasy,,
10996,836220625,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing,,
10997,836217179,Chickens Are Restless (Far Side Series),Gary Larson,1993,Andrews McMeel Publishing,,
10998,932592007,Juggling for the Complete Klutz/With Block Beanbags,John Cassidy,1994,Klutz Press,,
10999,140048332,The Far Pavilions,M. M. Kaye,,Penguin Putnam~trade,,
11000,425148289,On Dangerous Ground,Jack Higgins,1995,Berkley Publishing Group,,
11001,451526996,Moby-Dick (Signet Classics (Paperback)),Herman Melville,2001,Signet Classics,,
11002,671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001,Pocket,,
11003,743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,,
11004,375503064,The Clothes They Stood Up in,Alan Bennett,2001,Random House Trade,,
11005,804115486,Enigma,Robert Harris,1996,Ballantine Books,,
11006,312965680,Wings of Fire (An Ian Rutledge Mystery),Charles Todd,1999,St. Martin's Paperbacks,,
11007,451410386,The Five Bells and Bladebone (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,Onyx Books,,
11008,1551665336,Moon Over Water,Debbie Macomber,1999,Mira,,
11009,446515485,Snagged (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,1993,Warner Books,,
11010,446517380,"Mary, Mary",Ed McBain,1993,Warner Books Inc,,
11011,440158532,Mother Night,Kurt Vonnegut,1995,Dell Publishing Company,,
11012,042515999X,The Solitaire Mystery,Jostein Gaarder,1997,Berkley Publishing Group,,
11013,440975964,Sister of the Bride,Beverly Cleary,1986,Laurel-Leaf Books,,
11014,312010583,The Shell Seekers,Rosamunde Pilcher,1988,St Martins Pr,,
11015,1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,Donald M. Grant/Scribner,,
11016,1582342156,All Families Are Psychotic,Douglas Coupland,2002,Bloomsbury Publishing PLC,,
11017,449213757,Surfacing,Margaret Atwood,1987,Fawcett Books,,
11018,553583611,Fatal,MICHAEL PALMER,2003,Bantam,,
11019,609808249,Knitlit: Sweaters and Their Stories...and Other Writing About Knitting,Linda Roghaar,2002,Three Rivers Press (CA),,
11020,155166738X,The Highlander,Elaine Coffman,2003,Mira Books,,
11021,60932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial,,
11022,3423117370,Fool on the Hill. Roman.,Matt Ruff,1993,Dtv,,
11023,1575668807,Maggie Needs an Alibi,Kasey Michaels,2003,Kensington Publishing Corporation,,
11024,2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001,LGF,,
11025,440215935,Hunter's Moon,Karen Robards,1996,Dell Publishing Company,,
11026,446676071,Message in a Bottle,Nicholas Sparks,1999,Warner Books,,
11027,553204564,All Things Bright and Beautiful,James Herriot,1981,Bantam Doubleday Dell,,
11028,671695886,Desert Solitaire,Edward Abbey,1990,Touchstone,,
11029,767902858,Swan : A Novel,FRANCES MAYES,2002,Broadway,,
11030,505524805,Night Games (Love Spell Timeswept Romance),Nina Bangs,2002,Love Spell,,
11031,743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002,Free Press,,
11032,312962118,Snow Wolf,Glenn Meade,1997,St. Martin's Press,,
11033,553142003,Princess Daisy,Judith Krantz,,Bantam Doubleday Dell,,
11034,051513175X,The Descent,Jeff Long,2001,Jove Books,,
11035,679450718,Everyone Is Entitled to My Opinion,David Brinkley,1996,Alfred A. Knopf,,
11036,451185501,Bone Deep,Darian North,1996,Onyx Books,,
11037,60012897,Sheltering Rain,Jojo Moyes,2003,HarperTorch,,
11038,345304616,Fox's Earth,Anne Rivers Siddons,1991,Ballantine Books,,
11039,1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004,Miramax,,
11040,446519480,An Isolated Incident,Susan R. Sloan,1998,Warner Books Inc,,
11041,140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,,
11042,440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books,,
11043,679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003,Vintage Books Canada,,
11044,553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991,Bantam,,
11045,671744062,FIREBRAND,Marion Zimmer Bradley,1991,Pocket,,
11046,140177213,Forest House,Marion Zimmer Bradley,1995,Penguin Books Ltd,,
11047,767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books,,
11048,380713284,The Body in the Belfry: A Faith Fairchild Mystery,Katherine Hall Page,1991,Avon,,
11049,385334621,The Greatest Generation,TOM BROKAW,2001,Delta,,
11050,380008440,Final Days,Bob Woodward,1977,Harper Mass Market Paperbacks (Mm),,
11051,425089037,The Thirteen Problems (The Tuesday Club Murders),Agatha Christie,1999,Berkley Publishing Group,,
11052,345396685,When Christ and His Saints Slept,Sharon Kay Penman,1996,Ballantine Books,,
11053,446353930,Best Kept Secrets,Sandra Brown,1989,Warner Books,,
11054,670888702,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Hardcover)),Martha Grimes,1999,Viking Books,,
11055,394800184,Are You My Mother?,Philip D. Eastman,1960,Random House Children's Books,,
11056,60913061,Collected Stories,Gabriel Garcia Marquez,1994,Perennial,,
11057,60559128,"Holy Fools : A Novel (Harris, Joanne)",Joanne Harris,2004,William Morrow,,
11058,142003697,Michelangelo and the Pope's Ceiling,Ross King,2003,Penguin Books,,
11059,156007193,The Peppered Moth,Margaret Drabble,2002,Harvest Books,,
11060,2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002,Seuil,,
11061,3423118261,GrÃ?Â¼n ist die Hoffnung. Eine Pastorale.,Tom Coraghessan Boyle,1993,Dtv,,
11062,747553181,The Battersea Park Road to Enlightenment,Isabel Losada,2001,Bloomsbury,,
11063,385333846,Slaughterhouse-Five,KURT VONNEGUT,1999,Delta,,
11064,552139246,The Greatest Show Off Earth,Robert Rankin,1995,Bantam Pr Ltd,,
11065,6550649,Cocaine Nights,J G Ballard,,Flamingo,,
11066,1551661586,Witchcraft,Jayne Ann Krentz,1996,Mira,,
11067,60192356,Other Worlds,Barbara Michaels,1999,HarperCollins Publishers,,
11068,312970072,Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback)),Charles Osborne,1999,St. Martin's Press,,
11069,088396631X,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz,2001,Blue Mountain Arts,,
11070,553568159,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)),Kevin J. Anderson,1996,Spectra Books,,
11071,446315176,An Unsuitable Job for a Woman,P. D. James,1992,Warner Books (Mm),,
11072,425127931,The Damnation Game,Clive Barker,1990,Jove Books,,
11073,812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000,Tor Fantasy,,
11074,449212661,Nerve,Dick Francis,1990,Fawcett Books,,
11075,449211991,Banker,Dick Francis,1989,Fawcett Books,,
11076,446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,,
11077,553249002,Aquitaine Progression,Robert Ludlum,1985,Bantam Doubleday Dell,,
11078,374234574,Pleading Guilty,Scott Turow,1993,Farrar Straus Giroux,,
11079,385336667,Persuader: A Jack Reacher Novel,LEE CHILD,2003,Delacorte Press,,
11080,515135283,Without Fail,Lee Child,2003,Jove Books,,
11081,515133310,Echo Burning (Jack Reacher Novels (Paperback)),Lee Child,2002,Jove Books,,
11082,515128635,Tripwire,Lee Child,2000,Jove Books,,
11083,965605914,I Know This Much Is True,Wally Lamb,,Reganbooks,,
11084,61008117,Act of Will,Barbara Taylor Bradford,1994,HarperTorch,,
11085,449223442,Daughter of the Stars,PHYLLIS A. WHITNEY,1995,Ivy Books,,
11086,451157281,Godplayer,Robin Cook,1994,Signet Book,,
11087,152567089,The Napping House,Audrey Wood,1984,Harcourt Children's Books,,
11088,61020052,Infinity Beach,Jack McDevitt,2001,Eos,,
11089,441005926,Illegal Alien,Robert J. Sawyer,1999,Ace Books,,
11090,553258397,Heart of the Comet,Gregory Benford,1987,Spectra Books,,
11091,312968302,"Thrones, Dominations",Dorothy L. Sayers,1999,St. Martin's Press,,
11092,486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994,Dover Publications,,
11093,843950374,Savage Love,Cassie Edwards,2002,Leisure Books,,
11094,743225708,Bringing Down the House : The Inside Story of Six MIT Students Who Took Vegas for Millions,Ben Mezrich,2002,Free Press,,
11095,140186522,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995,Penguin Books,,
11096,380978857,The Golden One,Elizabeth Peters,2002,William Morrow &amp; Company,,
11097,553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,,
11098,765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002,Tor Books,,
11099,380506092,The Natural,Bernard Malamud,1995,Avon Books,,
11100,688059147,Imponderables,David Feldman,1987,Perennial Currents,,
11101,894806319,The Kid's Book of Questions,Gregory Stock,1988,Workman Publishing,,
11102,440479002,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,,
11103,590462229,The Littles Take a Trip (Littles),John Peterson,1993,Scholastic,,
11104,373441835,"Hung Up On You (Harlequin Flipside, No. 9)",Holly Jacobs,2004,Harlequin,,
11105,373441851,"A Perfect Life? (Harlequin Flipside, No. 11)",Dawn Atkins,2004,Harlequin,,
11106,373288697,"Highland Heaven (Harlequin Historical, No 269)",Ruth Langan,1995,Harlequin,,
11107,553299441,The Magnificent Rogue,IRIS JOHANSEN,1993,Bantam,,
11108,074340341X,A Season in the Highlands,Jude Deveraux,2000,Pocket,,
11109,843950455,What She Wants,Lynsay Sands,2002,Leisure Books,,
11110,752837680,Still Waters,Tami Hoag,2000,Orion mass market paperback,,
11111,067973709X,Mating,Norman Rush,1992,Vintage Books USA,,
11112,067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990,Pocket,,
11113,61059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch,,
11114,60176075,Lily White,Susan Isaacs,1996,Harpercollins,,
11115,3596110572,Frau zu sein bedarf es wenig. Roman. ( Die Frau in der Gesellschaft).,Hera Lind,1992,"Fischer (Tb.), Frankfurt",,
11116,3499150425,Garp und wie er die Welt sah.,John Irving,1982,Rowohlt Tb.,,
11117,3789129402,"Ronja, RÃ?Â¤ubertochter. ( Ab 10 J.).",Astrid Lindgren,1982,Oetinger Verlag,,
